session,repeat,variant,batch,context_len,warmup,iterations,decode_ms_per_token,tokens_per_second
0,0,unfused_INT4,4,10,10,50,108.493232421875,36.86865909244951
0,1,unfused_INT4,4,10,10,50,109.453056640625,36.545347592561846
0,2,unfused_INT4,4,10,10,50,109.9704296875,36.37341430206913
0,3,unfused_INT4,4,10,10,50,108.239248046875,36.955171734634796
0,4,unfused_INT4,4,10,10,50,109.0264453125,36.688346469839416
0,0,fused_current,4,10,10,50,41.159912109375,97.18193735134142
0,1,fused_current,4,10,10,50,41.136416015625,97.23744524755547
0,2,fused_current,4,10,10,50,41.141240234375,97.22604319200506
0,3,fused_current,4,10,10,50,41.1501904296875,97.2048964593425
0,4,fused_current,4,10,10,50,41.125654296875,97.26289024182034
0,0,fused_hadacore256,4,10,10,50,41.1837548828125,97.12567519357852
0,1,fused_hadacore256,4,10,10,50,41.16224609375,97.17642693476226
0,2,fused_hadacore256,4,10,10,50,41.164228515625,97.17174702986821
0,3,fused_hadacore256,4,10,10,50,41.19638671875,97.09589404789843
0,4,fused_hadacore256,4,10,10,50,41.1689013671875,97.16071760875518
0,0,unfused_INT4,4,128,10,50,110.475634765625,36.207078678353234
0,1,unfused_INT4,4,128,10,50,110.0483203125,36.34766972036787
0,2,unfused_INT4,4,128,10,50,109.665908203125,36.47441639375415
0,3,unfused_INT4,4,128,10,50,109.736865234375,36.45083164583603
0,4,unfused_INT4,4,128,10,50,109.13408203125,36.65216150216593
0,0,fused_current,4,128,10,50,41.456328125,96.48707883484315
0,1,fused_current,4,128,10,50,41.4352734375,96.53610723803975
0,2,fused_current,4,128,10,50,41.4601611328125,96.4781585673653
0,3,fused_current,4,128,10,50,42.7359716796875,93.59796543250727
0,4,fused_current,4,128,10,50,41.4487158203125,96.50479926424515
0,0,fused_hadacore256,4,128,10,50,41.459375,96.47998794000151
0,1,fused_hadacore256,4,128,10,50,41.4860400390625,96.41797569094743
0,2,fused_hadacore256,4,128,10,50,41.4632421875,96.47098945884862
0,3,fused_hadacore256,4,128,10,50,41.47240234375,96.44968157005765
0,4,fused_hadacore256,4,128,10,50,41.470546875,96.45399690669018
0,0,unfused_INT4,4,1024,10,50,110.555537109375,36.180910559393446
0,1,unfused_INT4,4,1024,10,50,110.601357421875,36.16592140675545
0,2,unfused_INT4,4,1024,10,50,110.611943359375,36.162460205622786
0,3,unfused_INT4,4,1024,10,50,108.90458984375,36.7293977759704
0,4,unfused_INT4,4,1024,10,50,109.15009765625,36.64678352004166
0,0,fused_current,4,1024,10,50,43.0621826171875,92.88892844933204
0,1,fused_current,4,1024,10,50,43.05603515625,92.90219095845758
0,2,fused_current,4,1024,10,50,43.0496923828125,92.91587880421166
0,3,fused_current,4,1024,10,50,43.0547900390625,92.90487763082581
0,4,fused_current,4,1024,10,50,43.065166015625,92.88249344142109
0,0,fused_hadacore256,4,1024,10,50,43.07890625,92.85286810177544
0,1,fused_hadacore256,4,1024,10,50,43.1030859375,92.80078010655778
0,2,fused_hadacore256,4,1024,10,50,45.4882666015625,87.93476425550588
0,3,fused_hadacore256,4,1024,10,50,43.0842822265625,92.84128209367971
0,4,fused_hadacore256,4,1024,10,50,43.099775390625,92.80790824886931
0,0,unfused_INT4,4,4096,10,50,182.2102734375,21.95265900510292
0,1,unfused_INT4,4,4096,10,50,182.197109375,21.95424512343474
0,2,unfused_INT4,4,4096,10,50,182.2011328125,21.95376032110805
0,3,unfused_INT4,4,4096,10,50,182.19416015625,21.954600501847004
0,4,unfused_INT4,4,4096,10,50,182.20482421875,21.95331554557366
0,0,fused_current,4,4096,10,50,49.104580078125,81.45879658549227
0,1,fused_current,4,4096,10,50,49.0788623046875,81.50148174111122
0,2,fused_current,4,4096,10,50,49.0897705078125,81.48337135459639
0,3,fused_current,4,4096,10,50,49.065595703125,81.5235185200297
0,4,fused_current,4,4096,10,50,49.0642138671875,81.52581453414595
0,0,fused_hadacore256,4,4096,10,50,49.1484033203125,81.38616373620512
0,1,fused_hadacore256,4,4096,10,50,49.1119775390625,81.44652690514233
0,2,fused_hadacore256,4,4096,10,50,49.1063818359375,81.45580778815763
0,3,fused_hadacore256,4,4096,10,50,49.109833984375,81.45008189750055
0,4,fused_hadacore256,4,4096,10,50,49.10298828125,81.46143727727875
0,0,unfused_INT4,8,10,10,50,109.508837890625,73.05346448832032
0,1,unfused_INT4,8,10,10,50,110.7932421875,72.2065700222155
0,2,unfused_INT4,8,10,10,50,110.774658203125,72.21868367520105
0,3,unfused_INT4,8,10,10,50,109.222861328125,73.24473926723608
0,4,unfused_INT4,8,10,10,50,108.658330078125,73.62528021779853
0,0,fused_current,8,10,10,50,42.248037109375,189.3579097956428
0,1,fused_current,8,10,10,50,42.2476953125,189.35944175948947
0,2,fused_current,8,10,10,50,42.256875,189.3183061927793
0,3,fused_current,8,10,10,50,42.23455078125,189.41837552470415
0,4,fused_current,8,10,10,50,42.237021484375,189.40729527908329
0,0,fused_hadacore256,8,10,10,50,42.2911181640625,189.16501495574352
0,1,fused_hadacore256,8,10,10,50,42.258515625,189.31095618671532
0,2,fused_hadacore256,8,10,10,50,42.25208984375,189.33974697072583
0,3,fused_hadacore256,8,10,10,50,42.2517626953125,189.3412129971926
0,4,fused_hadacore256,8,10,10,50,42.2596728515625,189.30577215067603
0,0,unfused_INT4,8,128,10,50,111.607099609375,71.68002777601076
0,1,unfused_INT4,8,128,10,50,108.59361328125,73.66915749714073
0,2,unfused_INT4,8,128,10,50,110.221865234375,72.58088023632023
0,3,unfused_INT4,8,128,10,50,108.559326171875,73.69242498184002
0,4,unfused_INT4,8,128,10,50,111.294052734375,71.88164869055099
0,0,fused_current,8,128,10,50,42.544970703125,188.03632645144555
0,1,fused_current,8,128,10,50,42.64263671875,187.6056598648928
0,2,fused_current,8,128,10,50,42.532412109375,188.09184815165088
0,3,fused_current,8,128,10,50,42.53498046875,188.08049073579605
0,4,fused_current,8,128,10,50,42.553486328125,187.99869741136902
0,0,fused_hadacore256,8,128,10,50,42.551455078125,188.00767177789572
0,1,fused_hadacore256,8,128,10,50,42.5405810546875,188.05572941553623
0,2,fused_hadacore256,8,128,10,50,42.5629052734375,187.95709429620658
0,3,fused_hadacore256,8,128,10,50,42.549365234375,188.01690591466024
0,4,fused_hadacore256,8,128,10,50,42.5761572265625,187.89859210236438
0,0,unfused_INT4,8,1024,10,50,130.06482421875,61.50779081164305
0,1,unfused_INT4,8,1024,10,50,130.053916015625,61.51294974492625
0,2,unfused_INT4,8,1024,10,50,130.047333984375,61.51606307408954
0,3,unfused_INT4,8,1024,10,50,130.056123046875,61.51190588017628
0,4,unfused_INT4,8,1024,10,50,130.056533203125,61.51171189151592
0,0,fused_current,8,1024,10,50,44.4530517578125,179.96514713062464
0,1,fused_current,8,1024,10,50,44.428740234375,180.06362453217417
0,2,fused_current,8,1024,10,50,44.4512353515625,179.9725010278886
0,3,fused_current,8,1024,10,50,44.4388916015625,180.02249182377705
0,4,fused_current,8,1024,10,50,44.4963134765625,179.79017529651827
0,0,fused_hadacore256,8,1024,10,50,44.5633740234375,179.5196206596141
0,1,fused_hadacore256,8,1024,10,50,44.57595703125,179.46894543153826
0,2,fused_hadacore256,8,1024,10,50,44.57794921875,179.46092496859654
0,3,fused_hadacore256,8,1024,10,50,44.53333984375,179.64069230084377
0,4,fused_hadacore256,8,1024,10,50,44.58126953125,179.447559123283
0,0,unfused_INT4,8,4096,10,50,297.030859375,26.93322847610268
0,1,unfused_INT4,8,4096,10,50,297.0151171875,26.93465597224047
0,2,unfused_INT4,8,4096,10,50,297.02564453125,26.93370133957683
0,3,unfused_INT4,8,4096,10,50,297.04794921875,26.931678946245462
0,4,unfused_INT4,8,4096,10,50,297.0454296875,26.93190738001329
0,0,fused_current,8,4096,10,50,51.9278857421875,154.05980593391658
0,1,fused_current,8,4096,10,50,51.9769287109375,153.9144423959887
0,2,fused_current,8,4096,10,50,51.997236328125,153.85433082474898
0,3,fused_current,8,4096,10,50,52.0194580078125,153.78860730918277
0,4,fused_current,8,4096,10,50,52.0158056640625,153.79940573576786
0,0,fused_hadacore256,8,4096,10,50,51.9357666015625,154.03642852475616
0,1,fused_hadacore256,8,4096,10,50,51.9307763671875,154.0512304964269
0,2,fused_hadacore256,8,4096,10,50,51.8968505859375,154.1519361902813
0,3,fused_hadacore256,8,4096,10,50,51.8965185546875,154.15292244642117
0,4,fused_hadacore256,8,4096,10,50,51.89359375,154.1616107479548
1,0,fused_current,1,10,10,50,40.5129052734375,24.68349266118062
1,1,fused_current,1,10,10,50,40.3787451171875,24.765504650969028
1,2,fused_current,1,10,10,50,40.4235888671875,24.738031135372957
1,3,fused_current,1,10,10,50,40.49009765625,24.697396595328815
1,4,fused_current,1,10,10,50,40.42522216796875,24.737031644376664
1,0,fused_hadacore256,1,10,10,50,40.41944580078125,24.740566828372284
1,1,fused_hadacore256,1,10,10,50,40.46650146484375,24.711797753724127
1,2,fused_hadacore256,1,10,10,50,40.4281005859375,24.73527040614517
1,3,fused_hadacore256,1,10,10,50,40.4019189453125,24.751299594298644
1,4,fused_hadacore256,1,10,10,50,40.408095703125,24.747516125157663
1,0,unfused_INT4,1,10,10,50,108.75958984375,9.194591497050098
1,1,unfused_INT4,1,10,10,50,109.45189453125,9.136433903521755
1,2,unfused_INT4,1,10,10,50,107.230263671875,9.325725459931757
1,3,unfused_INT4,1,10,10,50,108.22349609375,9.240137641956577
1,4,unfused_INT4,1,10,10,50,107.548466796875,9.298133481425479
1,0,fused_current,1,128,10,50,40.62796875,24.613585930258942
1,1,fused_current,1,128,10,50,40.584423828125,24.639994995001018
1,2,fused_current,1,128,10,50,40.66489990234375,24.591232301111955
1,3,fused_current,1,128,10,50,40.61222900390625,24.623125214422874
1,4,fused_current,1,128,10,50,40.60895751953125,24.625108869614316
1,0,fused_hadacore256,1,128,10,50,40.6745751953125,24.585382765478617
1,1,fused_hadacore256,1,128,10,50,40.6423486328125,24.604877268157
1,2,fused_hadacore256,1,128,10,50,40.5954248046875,24.633317789164543
1,3,fused_hadacore256,1,128,10,50,40.6320361328125,24.6111220400409
1,4,fused_hadacore256,1,128,10,50,40.6079345703125,24.625729197541514
1,0,unfused_INT4,1,128,10,50,109.1537109375,9.161392603249075
1,1,unfused_INT4,1,128,10,50,108.076640625,9.252693220450476
1,2,unfused_INT4,1,128,10,50,109.491015625,9.133169459537562
1,3,unfused_INT4,1,128,10,50,108.3271484375,9.23129625789934
1,4,unfused_INT4,1,128,10,50,108.8988671875,9.182831978207991
1,0,fused_current,1,1024,10,50,42.288583984375,23.64704385395087
1,1,fused_current,1,1024,10,50,42.3438916015625,23.616157187666232
1,2,fused_current,1,1024,10,50,42.788974609375,23.370506284132862
1,3,fused_current,1,1024,10,50,42.303232421875,23.63885553773664
1,4,fused_current,1,1024,10,50,42.2814892578125,23.651011767879638
1,0,fused_hadacore256,1,1024,10,50,42.350771484375,23.612320742939534
1,1,fused_hadacore256,1,1024,10,50,42.3208984375,23.62898796859929
1,2,fused_hadacore256,1,1024,10,50,42.285009765625,23.649042664120085
1,3,fused_hadacore256,1,1024,10,50,42.2792529296875,23.652262769709996
1,4,fused_hadacore256,1,1024,10,50,42.3406640625,23.617957397264195
1,0,unfused_INT4,1,1024,10,50,109.384697265625,9.142046602475334
1,1,unfused_INT4,1,1024,10,50,108.184658203125,9.243454817063093
1,2,unfused_INT4,1,1024,10,50,107.840751953125,9.272932373790093
1,3,unfused_INT4,1,1024,10,50,107.72546875,9.282855870608593
1,4,unfused_INT4,1,1024,10,50,107.88466796875,9.269157692450435
1,0,fused_current,1,4096,10,50,48.1209765625,20.78095814828675
1,1,fused_current,1,4096,10,50,48.094111328125,20.79256633265223
1,2,fused_current,1,4096,10,50,48.092119140625,20.793427652375314
1,3,fused_current,1,4096,10,50,48.097705078125,20.791012759874967
1,4,fused_current,1,4096,10,50,48.0920068359375,20.79347620928837
1,0,fused_hadacore256,1,4096,10,50,48.1306689453125,20.77677335289542
1,1,fused_hadacore256,1,4096,10,50,48.1104833984375,20.785490590861063
1,2,fused_hadacore256,1,4096,10,50,48.1341015625,20.775291685906804
1,3,fused_hadacore256,1,4096,10,50,48.09408203125,20.792578998601783
1,4,fused_hadacore256,1,4096,10,50,48.107158203125,20.7869272963008
1,0,unfused_INT4,1,4096,10,50,107.9880078125,9.260287510223394
1,1,unfused_INT4,1,4096,10,50,110.16779296875,9.07706302406964
1,2,unfused_INT4,1,4096,10,50,108.590712890625,9.208890644333668
1,3,unfused_INT4,1,4096,10,50,108.7826953125,9.192638563765133
1,4,unfused_INT4,1,4096,10,50,108.676650390625,9.201608592145798
1,0,fused_current,2,10,10,50,41.0717138671875,48.695313920119
1,1,fused_current,2,10,10,50,40.81796630859375,48.998031525615794
1,2,fused_current,2,10,10,50,40.80201171875,49.01719096073215
1,3,fused_current,2,10,10,50,40.810390625,49.00712709117815
1,4,fused_current,2,10,10,50,40.7926953125,49.028385711672875
1,0,fused_hadacore256,2,10,10,50,40.856962890625,48.95126457035107
1,1,fused_hadacore256,2,10,10,50,40.85880126953125,48.94906208350799
1,2,fused_hadacore256,2,10,10,50,40.85701904296875,48.951197293582
1,3,fused_hadacore256,2,10,10,50,40.83777587890625,48.97426358209314
1,4,fused_hadacore256,2,10,10,50,40.85617919921875,48.952203539342314
1,0,unfused_INT4,2,10,10,50,108.272841796875,18.47185283777898
1,1,unfused_INT4,2,10,10,50,107.8858203125,18.538117374524642
1,2,unfused_INT4,2,10,10,50,107.96126953125,18.52516192782532
1,3,unfused_INT4,2,10,10,50,107.3894140625,18.623809594826657
1,4,unfused_INT4,2,10,10,50,107.103779296875,18.67347737988135
1,0,fused_current,2,128,10,50,41.00224609375,48.77781562080964
1,1,fused_current,2,128,10,50,41.00923828125,48.76949886958588
1,2,fused_current,2,128,10,50,40.975419921875,48.809749938213244
1,3,fused_current,2,128,10,50,41.004765625,48.77481847574882
1,4,fused_current,2,128,10,50,40.9899267578125,48.7924755713014
1,0,fused_hadacore256,2,128,10,50,40.90856201171875,48.889520962068424
1,1,fused_hadacore256,2,128,10,50,40.9309765625,48.86274816693118
1,2,fused_hadacore256,2,128,10,50,40.91439453125,48.88255155462267
1,3,fused_hadacore256,2,128,10,50,40.90313232421875,48.89601080296239
1,4,fused_hadacore256,2,128,10,50,40.89108154296875,48.91042067200841
1,0,unfused_INT4,2,128,10,50,108.8974609375,18.365901121862418
1,1,unfused_INT4,2,128,10,50,110.06416015625,18.171219379321542
1,2,unfused_INT4,2,128,10,50,107.09794921875,18.674493905713867
1,3,unfused_INT4,2,128,10,50,108.16232421875,18.49072691850772
1,4,unfused_INT4,2,128,10,50,109.282451171875,18.30120004221429
1,0,fused_current,2,1024,10,50,45.21349609375,44.23457977797178
1,1,fused_current,2,1024,10,50,42.514736328125,47.0425121436524
1,2,fused_current,2,1024,10,50,42.5096337890625,47.048158775590046
1,3,fused_current,2,1024,10,50,42.5018994140625,47.056720465962634
1,4,fused_current,2,1024,10,50,42.5079833984375,47.04998544046471
1,0,fused_hadacore256,2,1024,10,50,42.5453759765625,47.00863381961332
1,1,fused_hadacore256,2,1024,10,50,42.5235693359375,47.032740459765705
1,2,fused_hadacore256,2,1024,10,50,42.5559326171875,46.99697261932968
1,3,fused_hadacore256,2,1024,10,50,42.5426318359375,47.01166603215456
1,4,fused_hadacore256,2,1024,10,50,42.54208984375,47.01226496736918
1,0,unfused_INT4,2,1024,10,50,107.821689453125,18.54914359201811
1,1,unfused_INT4,2,1024,10,50,108.6078125,18.414881526133307
1,2,unfused_INT4,2,1024,10,50,108.564951171875,18.42215170192167
1,3,unfused_INT4,2,1024,10,50,108.263349609375,18.473472391314328
1,4,unfused_INT4,2,1024,10,50,108.257177734375,18.474525586721796
1,0,fused_current,2,4096,10,50,48.3990478515625,41.323126978322
1,1,fused_current,2,4096,10,50,48.2165966796875,41.47949332231804
1,2,fused_current,2,4096,10,50,48.251318359375,41.44964465227736
1,3,fused_current,2,4096,10,50,48.230361328125,41.46765533008193
1,4,fused_current,2,4096,10,50,48.2637451171875,41.43897236204672
1,0,fused_hadacore256,2,4096,10,50,48.2932470703125,41.41365762977383
1,1,fused_hadacore256,2,4096,10,50,48.3166552734375,41.393593755226625
1,2,fused_hadacore256,2,4096,10,50,48.339228515625,41.37426395527862
1,3,fused_hadacore256,2,4096,10,50,48.33638671875,41.37669643445208
1,4,fused_hadacore256,2,4096,10,50,48.2980810546875,41.409512683028076
1,0,unfused_INT4,2,4096,10,50,131.623408203125,15.194865619294275
1,1,unfused_INT4,2,4096,10,50,131.605751953125,15.196904165042534
1,2,unfused_INT4,2,4096,10,50,131.611455078125,15.196245636922662
1,3,unfused_INT4,2,4096,10,50,131.60732421875,15.196722613064582
1,4,unfused_INT4,2,4096,10,50,131.60888671875,15.196542193036155
1,0,fused_current,4,10,10,50,41.13201171875,97.24785715201483
1,1,fused_current,4,10,10,50,41.1502978515625,97.20464270826943
1,2,fused_current,4,10,10,50,41.140263671875,97.2283510845495
1,3,fused_current,4,10,10,50,41.154033203125,97.19581991531908
1,4,fused_current,4,10,10,50,41.16400390625,97.17227724275561
1,0,fused_hadacore256,4,10,10,50,41.20427734375,97.07730017031189
1,1,fused_hadacore256,4,10,10,50,41.1653271484375,97.16915368063161
1,2,fused_hadacore256,4,10,10,50,41.1974267578125,97.09344283842819
1,3,fused_hadacore256,4,10,10,50,41.162548828125,97.1757122403201
1,4,fused_hadacore256,4,10,10,50,41.1970458984375,97.09434045006877
1,0,unfused_INT4,4,10,10,50,109.251171875,36.61287958152623
1,1,unfused_INT4,4,10,10,50,108.842451171875,36.75036676345639
1,2,unfused_INT4,4,10,10,50,107.9916015625,37.03991738362178
1,3,unfused_INT4,4,10,10,50,106.5417578125,37.543964752669964
1,4,unfused_INT4,4,10,10,50,109.4561328125,36.54432051653113
1,0,fused_current,4,128,10,50,41.4350341796875,96.53666466530638
1,1,fused_current,4,128,10,50,41.428681640625,96.55146728293657
1,2,fused_current,4,128,10,50,41.4419580078125,96.52053600474025
1,3,fused_current,4,128,10,50,41.416162109375,96.58065345206278
1,4,fused_current,4,128,10,50,41.4263134765625,96.55698671481001
1,0,fused_hadacore256,4,128,10,50,41.46490234375,96.46712698945787
1,1,fused_hadacore256,4,128,10,50,41.4752880859375,96.44297085319654
1,2,fused_hadacore256,4,128,10,50,42.4294677734375,94.27410264392135
1,3,fused_hadacore256,4,128,10,50,41.481171875,96.4292911505408
1,4,fused_hadacore256,4,128,10,50,41.4646142578125,96.46779721932046
1,0,unfused_INT4,4,128,10,50,109.988623046875,36.367397728902176
1,1,unfused_INT4,4,128,10,50,109.489189453125,36.53328716724584
1,2,unfused_INT4,4,128,10,50,108.70796875,36.79583057244826
1,3,unfused_INT4,4,128,10,50,110.34931640625,36.24852541246415
1,4,unfused_INT4,4,128,10,50,108.99580078125,36.698661520252806
1,0,fused_current,4,1024,10,50,43.677294921875,91.58076312085598
1,1,fused_current,4,1024,10,50,45.619755859375,87.6813109726011
1,2,fused_current,4,1024,10,50,43.0842236328125,92.84140835611207
1,3,fused_current,4,1024,10,50,43.0609375,92.89161435465728
1,4,fused_current,4,1024,10,50,43.0824853515625,92.84515429783416
1,0,fused_hadacore256,4,1024,10,50,43.0838818359375,92.84214489381237
