variant,batch,context_len,stage,category,total_ms_per_token,per_layer_ms,percent_of_stage_sum,stage_sum_ms_per_token,instrumented_ms_per_token,plain_ms_per_token,instrumentation_overhead_percent
fused_current,1,128,input_rmsnorm,norm_residual,1.1284180047611396,0.03526306264878561,1.9351080079914111,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,k1_fused,quantization,0.9243539950499932,0.028886062345312286,1.5851615363215754,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,k2_int4_decode,attention,1.0328373331576586,0.03227616666117683,1.7711980719139158,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,k3_dequant,quantization,5.450728343178828,0.17033526072433838,9.347376612006315,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,k3_fused,quantization,1.2270563344160716,0.03834551045050224,2.104261478429487,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,k_proj,projection,1.2275253310799599,0.038360166596248746,2.1050657541466253,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,o_proj_residual,projection,4.701374327143033,0.14691794772321978,8.06232005394622,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,post_attention_rmsnorm,norm_residual,3.3066686739524207,0.10333339606101315,5.6705591400893525,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,q_proj,projection,2.613870998223623,0.08168346869448821,4.482490246679222,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,qkv_layout,projection,0.812922001350671,0.02540381254220847,1.3940683931386544,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,rope,attention,3.5712773328026137,0.11160241665008168,6.124332770574152,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,up_proj,projection,8.389298995335897,0.2621655936042468,14.386689683088854,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_current,1,128,v_proj,projection,1.3125353281696637,0.04101672900530199,2.250848190649341,58.3129210411571,104.5892842610677,41.23153940836588,153.6633018359885
fused_hadacore256,1,128,down_proj_residual,projection,8.173631976048151,0.2554259992515047,14.187584770226554,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,embedding_rotary_setup,other,0.13216267029444376,0.13216267029444376,0.22940463844672584,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,ffn_dequant,quantization,1.9579769968986511,0.06118678115308285,3.3986072168475596,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,ffn_fused,quantization,0.2996743318314354,0.009364822869732356,0.5201671666620734,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,final_norm_lm_head,projection,1.8730496962865193,1.8730496962865193,3.251192544854498,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,gate_proj,projection,10.087930346528688,0.3152478233290215,17.510375726105917,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,input_rmsnorm,norm_residual,1.1271413353582223,0.035223166729944445,1.9564635758353268,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,k1_fused,quantization,0.9734016697232922,0.030418802178852882,1.6896061316619673,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,k2_int4_decode,attention,1.038841001689434,0.032463781302794814,1.8031940779136795,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,k3_dequant,quantization,5.4461109799643355,0.17019096812388548,9.453222438045628,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,k3_fused,quantization,1.2487466692303617,0.0390233334134488,2.167543055297875,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,k_proj,projection,1.191394994656245,0.037231093583007656,2.0679934612961963,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,o_proj_residual,projection,4.565153993666172,0.14266106230206788,7.924079462358161,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,post_attention_rmsnorm,norm_residual,3.2071270048618317,0.10022271890193224,5.566850377371575,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,q_proj,projection,2.5671683301528296,0.08022401031727593,4.456026208448617,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,qkv_layout,projection,0.73123067120711,0.02285095847522219,1.2692518044293482,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,rope,attention,3.4765123339990773,0.10864101043747117,6.034442655099487,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,up_proj,projection,8.321228350202242,0.26003838594382006,14.443778843586543,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
fused_hadacore256,1,128,v_proj,projection,1.192675335953633,0.03727110424855103,2.0702158455122643,57.61115868855268,64.20567830403645,41.438245137532554,54.94304377740738
unfused_INT4,1,4096,down_proj_residual,projection,9.342310984929403,0.29194721827904385,7.013772695148084,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,embedding_rotary_setup,other,0.048734333366155624,0.048734333366155624,0.03658747147586733,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,ffn_dequant,quantization,3.1090813328822455,0.09715879165257017,2.334153700807134,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,ffn_unfused,quantization,8.261597335338593,0.258174916729331,6.2024231373136915,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,final_norm_lm_head,projection,1.8823683261871338,1.8823683261871338,1.413194614236307,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,gate_proj,projection,9.720921675364176,0.3037788023551305,7.298015997147588,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,input_rmsnorm,norm_residual,1.1056766671439011,0.03455239584824691,0.8300906307000689,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,k1_unfused,quantization,36.40176270405451,1.1375550845017035,27.32875085413213,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,k2_cache_dequant,quantization,19.96205137173335,0.6238141053666671,14.986579988191725,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,k2_fp16_decode,attention,10.864785343408585,0.33952454198151827,8.15677565253091,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,k3_dequant,quantization,1.8428543383876483,0.05758919807461401,1.383529349490623,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,k3_unfused,quantization,8.130762974421183,0.25408634295066196,6.104198782582835,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,k_proj,projection,1.3401610006888707,0.04188003127152721,1.006130565434711,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,o_proj_residual,projection,3.2328153351942697,0.10102547922482093,2.4270474364446466,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,post_attention_rmsnorm,norm_residual,1.2946483343839645,0.04045776044949889,0.9719617717895755,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,q_proj,projection,2.6102946549654007,0.08157170796766877,1.9596878552663235,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,qkv_layout,projection,0.6482030001158515,0.02025634375362036,0.4866406727906612,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,rope,attention,3.2857110016047955,0.10267846880014986,2.4667590432794313,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,up_proj,projection,8.436933701237043,0.2636541781636576,6.334057528160758,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
unfused_INT4,1,4096,v_proj,projection,1.6778373308479786,0.05243241658899933,1.2596422530769158,133.19951174625507,138.2750040690104,113.17501831054688,22.1780266821697
fused_current,1,4096,down_proj_residual,projection,8.220010687907537,0.25687533399711054,13.748462741834013,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,embedding_rotary_setup,other,0.15582300225893655,0.15582300225893655,0.2606233522335056,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,ffn_dequant,quantization,1.9281279941399891,0.06025399981687466,3.2249101485862903,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,ffn_fused,quantization,0.27213466602067155,0.008504208313145986,0.4551616121437251,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,final_norm_lm_head,projection,1.9047486384709675,1.9047486384709675,3.18580676873102,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,gate_proj,projection,10.050444682439169,0.314076396326224,16.80997379463906,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,input_rmsnorm,norm_residual,1.1164816667636235,0.034890052086363234,1.867382802801178,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,k1_fused,quantization,0.9438436614970366,0.029495114421782393,1.5786353457298772,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,k2_int4_decode,attention,8.085067316889763,0.2526583536528051,13.522761829860185,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,k3_dequant,quantization,1.980963656057914,0.06190511425180981,3.313280973990125,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,k3_fused,quantization,0.26328399932632846,0.008227624978947764,0.44035833926397383,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,k_proj,projection,1.1987873365481694,0.03746210426713029,2.005043990534083,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,o_proj_residual,projection,4.0138960008819895,0.12543425002756217,6.713482708593691,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,post_attention_rmsnorm,norm_residual,3.1438819964726767,0.09824631238977115,5.258331909082979,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,q_proj,projection,2.590715999404589,0.08095987498139341,4.333128476935615,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,qkv_layout,projection,0.6999150021001697,0.021872343815630302,1.170649977740406,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,rope,attention,3.5725766755640507,0.11164302111137658,5.975349568412881,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,up_proj,projection,8.36268033583959,0.2613337604949872,13.987086317089208,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_current,1,4096,v_proj,projection,1.285196992258231,0.040162406008069716,2.1495693417981823,59.788580310841404,64.7475077311198,48.71363830566406,32.9145388912399
fused_hadacore256,1,4096,down_proj_residual,projection,8.218275671203932,0.25682111472512287,13.785481290692644,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,embedding_rotary_setup,other,0.15837966899077097,0.15837966899077097,0.2656688642544063,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,ffn_dequant,quantization,1.9276426658034325,0.060238833306357265,3.2334619776366353,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,ffn_fused,quantization,0.2960996649538477,0.00925311452980774,0.4966828267521058,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,final_norm_lm_head,projection,1.9014306863149006,1.9014306863149006,3.1894935386005376,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,gate_proj,projection,10.025897984703382,0.3133093120219807,16.81761900185496,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,input_rmsnorm,norm_residual,1.1039690015216668,0.03449903129755209,1.8518171724643688,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,k1_fused,quantization,0.9284869991242886,0.029015218722634017,1.5574605509922206,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,k2_int4_decode,attention,8.104793379704157,0.2532747931157549,13.595124083307084,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,k3_dequant,quantization,1.9924606593946617,0.06226439560608318,3.3421888290713024,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,k3_fused,quantization,0.2554443352855742,0.007982635477674194,0.42848685609700815,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,k_proj,projection,1.1866723398367565,0.03708351061989864,1.9905452181802499,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,o_proj_residual,projection,4.099259694417317,0.12810186545054117,6.876170876220065,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,post_attention_rmsnorm,norm_residual,3.009855673958858,0.09405798981121431,5.0487852611746895,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,q_proj,projection,2.543844004472097,0.07949512513975303,4.267089026103874,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,qkv_layout,projection,0.7051466659177095,0.02203583330992842,1.1828255170684532,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,rope,attention,3.48870267222325,0.10902195850697656,5.8520117042602955,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,up_proj,projection,8.42714138329029,0.2633481682278216,14.135836338567534,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
fused_hadacore256,1,4096,v_proj,projection,1.241939341649413,0.03881060442654416,2.0832510667015667,59.615442492766306,64.51753743489583,48.5106455485026,32.996658167306784
unfused_INT4,4,1024,down_proj_residual,projection,10.314651360114416,0.3223328550035755,7.784653195813315,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,embedding_rotary_setup,other,0.051294332991043724,0.051294332991043724,0.03871275715531421,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,ffn_dequant,quantization,3.443245662997166,0.10760142696866144,2.5986795305628143,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,ffn_unfused,quantization,8.470527360836664,0.26470398002614576,6.392859592399235,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,final_norm_lm_head,projection,1.9010106722513835,1.9010106722513835,1.43472700029803,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,gate_proj,projection,10.791531066099802,0.3372353458156188,8.144562900718402,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,input_rmsnorm,norm_residual,1.1981233358383179,0.037441354244947433,0.9042452652717493,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,k1_unfused,quantization,36.4760248263677,1.1398757758239906,27.529113037515145,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,k2_cache_dequant,quantization,22.41884332895279,0.7005888540297747,16.919904926891725,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,k2_fp16_decode,attention,3.0182323281963668,0.09431976025613646,2.277914310342747,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,k3_dequant,quantization,2.0031476641694703,0.06259836450529595,1.5118116280558287,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,k3_unfused,quantization,8.044513339797655,0.2513910418686767,6.071339136248227,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,k_proj,projection,1.2430740011235077,0.03884606253510962,0.9381703421308093,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,o_proj_residual,projection,3.961518665154775,0.12379745828608672,2.9898295017728196,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,post_attention_rmsnorm,norm_residual,2.046725665529569,0.06396017704779904,1.5447007307226286,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,q_proj,projection,2.5681723281741142,0.08025538525544107,1.9382459206743534,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,qkv_layout,projection,0.7286449988993505,0.022770156215604704,0.5499215069187077,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,rope,attention,3.6395563359061875,0.11373613549706836,2.7468387318658163,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,up_proj,projection,8.467799281080564,0.26461872753376764,6.390800661462037,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
unfused_INT4,4,1024,v_proj,projection,1.7131820072730382,0.05353693772728244,1.2929693231803026,132.49981856175387,138.06779988606772,108.68113199869792,27.03934652403314
fused_current,4,1024,down_proj_residual,projection,8.542470326026281,0.2669521976883213,14.267891878518688,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,embedding_rotary_setup,other,0.17262999837597212,0.17262999837597212,0.288331835852332,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,ffn_dequant,quantization,1.9487603356440861,0.06089876048887769,3.254878355433466,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,ffn_fused,quantization,0.28584966404984397,0.008932802001557624,0.477434740129938,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,final_norm_lm_head,projection,1.8961769739786785,1.8961769739786785,3.167052037024693,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,gate_proj,projection,10.257922371228537,0.32056007410089177,17.1330916825097,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,input_rmsnorm,norm_residual,1.2115206594268482,0.037860020607089005,2.023518387254946,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,k1_fused,quantization,0.9563383345181743,0.029885572953692947,1.5973051629592476,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,k2_int4_decode,attention,2.4761523405710855,0.07737976064284642,4.135744406670186,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,k3_dequant,quantization,5.44888033469518,0.17027751045922437,9.100884464012168,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,k3_fused,quantization,0.589248332194984,0.01841401038109325,0.9841803567922196,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,k_proj,projection,1.1636559888720512,0.0363642496522516,1.943573369220047,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,o_proj_residual,projection,4.702201664447784,0.14694380201399326,7.853759202993946,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,post_attention_rmsnorm,norm_residual,3.378669007370869,0.10558340648033966,5.643154995060303,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,q_proj,projection,2.5875433335701623,0.08086072917406757,4.321793006629556,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,qkv_layout,projection,0.7195496635201076,0.022485926985003363,1.2018135748216368,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,rope,attention,3.842245997240146,0.12007018741375457,6.417435281252502,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,up_proj,projection,8.484562362233797,0.26514257381980616,14.17117224886085,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_current,4,1024,v_proj,projection,1.2076089990635712,0.0377377812207366,2.016985014003571,59.87198668702816,66.14151509602864,43.70495096842448,51.336435873853084
fused_hadacore256,4,1024,down_proj_residual,projection,8.54897697766622,0.26715553055206936,14.561631161234132,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,embedding_rotary_setup,other,0.16542633126179376,0.16542633126179376,0.28177374047016956,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,ffn_dequant,quantization,1.9403770019610722,0.06063678131128351,3.3050801622361767,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,ffn_fused,quantization,0.3026773339758317,0.00945866668674474,0.5155559208705385,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,final_norm_lm_head,projection,1.9074183305104573,1.9074183305104573,3.248941045417644,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,gate_proj,projection,10.21133334438006,0.3191041670118769,17.393153615190297,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,input_rmsnorm,norm_residual,1.2139166655639808,0.0379348957988744,2.067686787623497,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,k1_fused,quantization,0.9500253396108747,0.029688291862839833,1.6181957941143346,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,k2_int4_decode,attention,2.4833433255553246,0.07760447892360389,4.229924779060632,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,k3_dequant,quantization,5.09264965976278,0.15914530186758688,8.67440468872268,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,k3_fused,quantization,0.3594340017686288,0.01123231255526965,0.6122306065666773,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,k_proj,projection,1.1941423304378986,0.03731694782618433,2.0340047955773266,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,o_proj_residual,projection,4.5160796691974,0.14112748966241875,7.692322322238021,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,post_attention_rmsnorm,norm_residual,3.4641756750643253,0.10825548984576017,5.900594724934756,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
fused_hadacore256,4,1024,q_proj,projection,2.599287005762259,0.0812277189300706,4.427413801555386,58.70892404159531,64.94475809733073,43.86263529459635,48.06396756861435
