batch,seq_len,ffn_hidden,variant,reference,max_error,mean_error,mean_relative_error,tolerance,result
4,4096,14336,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
4,4096,14336,quarot_unfused,fp16_baseline,12.859375,2.6642277240753174,5.780290126800537,"max<=1.25,mean<=0.25",NA_quantization_drift
4,4096,14336,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
4,4096,14336,fused_quarot,fp16_baseline,12.890625,2.6638495922088623,5.764440536499023,"max<=1.25,mean<=0.25",NA_quantization_drift
4,4096,14336,fused_quarot,quarot_unfused,0.1630859375,0.023748990148305893,6.051537036895752,"max<=1.25,mean<=0.25",PASS
8,10,11008,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,10,11008,quarot_unfused,fp16_baseline,15.140625,2.4431848526000977,101.64253234863281,"max<=1.25,mean<=0.25",NA_quantization_drift
8,10,11008,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,10,11008,fused_quarot,fp16_baseline,14.8515625,2.443441390991211,113.58120727539062,"max<=1.25,mean<=0.25",NA_quantization_drift
8,10,11008,fused_quarot,quarot_unfused,0.9462890625,0.1675543487071991,32.58731460571289,"max<=1.25,mean<=0.25",PASS
8,10,14336,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,10,14336,quarot_unfused,fp16_baseline,13.9921875,2.759699821472168,140.64071655273438,"max<=1.25,mean<=0.25",NA_quantization_drift
8,10,14336,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,10,14336,fused_quarot,fp16_baseline,14.2578125,2.760160446166992,150.1457061767578,"max<=1.25,mean<=0.25",NA_quantization_drift
8,10,14336,fused_quarot,quarot_unfused,1.16796875,0.18740549683570862,3.4526267051696777,"max<=1.25,mean<=0.25",PASS
8,128,11008,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,128,11008,quarot_unfused,fp16_baseline,13.40625,2.405331611633301,280.840576171875,"max<=1.25,mean<=0.25",NA_quantization_drift
8,128,11008,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,128,11008,fused_quarot,fp16_baseline,13.6171875,2.403384208679199,269.3175354003906,"max<=1.25,mean<=0.25",NA_quantization_drift
8,128,11008,fused_quarot,quarot_unfused,0.62158203125,0.09118737280368805,4.187598705291748,"max<=1.25,mean<=0.25",PASS
8,128,14336,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,128,14336,quarot_unfused,fp16_baseline,12.88671875,2.709914445877075,5.750494003295898,"max<=1.25,mean<=0.25",NA_quantization_drift
8,128,14336,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,128,14336,fused_quarot,fp16_baseline,12.8125,2.7099087238311768,5.759957790374756,"max<=1.25,mean<=0.25",NA_quantization_drift
8,128,14336,fused_quarot,quarot_unfused,0.75439453125,0.10237157344818115,14.931173324584961,"max<=1.25,mean<=0.25",PASS
8,1024,11008,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,1024,11008,quarot_unfused,fp16_baseline,13.48046875,2.3929975032806396,101.0296630859375,"max<=1.25,mean<=0.25",NA_quantization_drift
8,1024,11008,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,1024,11008,fused_quarot,fp16_baseline,13.4453125,2.392716407775879,101.039794921875,"max<=1.25,mean<=0.25",NA_quantization_drift
8,1024,11008,fused_quarot,quarot_unfused,0.2109375,0.031063582748174667,1.8142470121383667,"max<=1.25,mean<=0.25",PASS
8,1024,14336,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,1024,14336,quarot_unfused,fp16_baseline,12.8359375,2.7013254165649414,35.40411376953125,"max<=1.25,mean<=0.25",NA_quantization_drift
8,1024,14336,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,1024,14336,fused_quarot,fp16_baseline,12.84375,2.700885772705078,34.58815383911133,"max<=1.25,mean<=0.25",NA_quantization_drift
8,1024,14336,fused_quarot,quarot_unfused,0.181640625,0.03404122591018677,2.637582302093506,"max<=1.25,mean<=0.25",PASS
8,4096,11008,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,4096,11008,quarot_unfused,fp16_baseline,13.3125,2.3942461013793945,162.1970672607422,"max<=1.25,mean<=0.25",NA_quantization_drift
8,4096,11008,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,4096,11008,fused_quarot,fp16_baseline,13.26953125,2.393951892852783,161.37371826171875,"max<=1.25,mean<=0.25",NA_quantization_drift
8,4096,11008,fused_quarot,quarot_unfused,0.185791015625,0.022063078358769417,1.3871833086013794,"max<=1.25,mean<=0.25",PASS
8,4096,14336,fp16_baseline,fp16_baseline,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,4096,14336,quarot_unfused,fp16_baseline,12.859375,2.701657772064209,73.27904510498047,"max<=1.25,mean<=0.25",NA_quantization_drift
8,4096,14336,quarot_unfused,quarot_unfused,0.0,0.0,0.0,"max<=1.25,mean<=0.25",PASS
8,4096,14336,fused_quarot,fp16_baseline,12.890625,2.7014119625091553,72.21944427490234,"max<=1.25,mean<=0.25",NA_quantization_drift
8,4096,14336,fused_quarot,quarot_unfused,0.2109375,0.02693537063896656,3.0742666721343994,"max<=1.25,mean<=0.25",PASS
